PLPROF,47,3025,3024,1838,500,157,0
PLPROF,48,6025,6024,1348,1662,413,0
PLPROF,49,6025,6024,1541,1550,468,0
PLPROF,50,3025,3024,1822,309,8,0
PLPROF,51,6025,6024,1338,1660,408,0
PLPROF,52,6025,6024,1536,1557,469,0
PLPROF,53,3025,3024,1841,304,8,0
PLPROF,54,6025,6024,1348,1664,401,0
PLPROF,55,6025,6024,1516,1164,65,0
PLPROF,56,3025,3024,1673,560,108,0
PLPROF,57,1025,1024,116,394,267,0
PLPROF,58,6025,6024,1652,1334,152,0
PLPROF,59,2025,2024,1216,314,237,0
PLPROF,60,2025,2024,108,108,335,0
PLPROF,61,3025,3024,504,540,990,0
PLPROF,62,3025,3024,339,468,314,0
PLPROF,63,4025,4024,372,186,988,0
PLPROF,64,2025,2024,390,449,753,0
PLPROF,65,3025,3024,99,476,162,0
PLPROF,66,3025,3024,717,108,769,0
PLPROF,67,3025,3024,495,540,1107,0
PLPROF,68,3025,3024,5,467,123,0
PLPROF,69,3025,3024,700,108,801,0
PLPROF,70,4025,4024,504,621,1086,0
PLPROF,71,3025,3024,462,384,249,0
PLPROF,72,3025,3024,243,156,847,0
PLPROF,73,3025,3024,270,450,809,0
PLPROF,74,4025,4024,831,504,459,0
PLPROF,75,2025,2024,86,112,447,0
PLPROF,76,1025,1024,216,217,8,0
PLPROF,77,1025,1024,100,163,8,0
PLPROF,78,1025,1024,252,134,8,0
PLPROF,79,1025,1024,0,12,4,0
PLPROF,80,4025,4024,108,183,8,0
PLPROF,81,1025,1024,432,32,339,0
PLPROF,82,4025,4024,264,432,788,0
PLPROF,83,3025,3024,1078,744,0,0
PLPROF,84,4025,4024,1100,1412,893,0
PLPROF,85,14025,14024,831,1513,430,0
PLPROF,86,9025,9024,5247,1152,160,0
PLPROF,87,15025,15024,1532,2413,1352,0
PLPROF,88,8025,8024,5035,1104,4,0
PLPROF,89,4025,4024,1431,174,261,414
PLPROF,90,1025,1024,72,42,133,0
PLPROF,91,2025,2024,135,216,543,0
PLPROF,92,3025,3024,236,216,232,0
PLPROF,93,3025,3024,247,216,877,43
PLPROF_END
INFO - Final results:
INFO - Total number of inferences: 1
INFO - Profile for Inference:
INFO - NPU ACTIVE: 714 cycles
INFO - NPU ETHOSU_PMU_SRAM_RD_DATA_BEAT_RECEIVED: 0 beats
INFO - NPU ETHOSU_PMU_SRAM_WR_DATA_BEAT_WRITTEN: 0 beats
INFO - NPU ETHOSU_PMU_EXT_RD_DATA_BEAT_RECEIVED: 0 beats
INFO - NPU ETHOSU_PMU_EXT_WR_DATA_BEAT_WRITTEN: 60 beats
INFO - NPU IDLE: 326 cycles
INFO - NPU TOTAL: 1040 cycles
INFO - C04_OUTPUT_CRC[0]: bytes=648 crc32=0x5B9BFCEC
INFO - C04_OUTPUT_CRC[1]: bytes=2592 crc32=0x772F633F
INFO - Inference completed.
INFO - program terminating...
<NUL>
